Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Daytime,133.1,123.0,No,No,Yes,Female,Yes,0,5,3,14.333333333333334,0,5,5,12.428571428571429,Enrolled
Daytime,118.0,113.5,Yes,No,Yes,Male,Yes,0,6,5,13.5,0,6,6,14.0,Graduate
Daytime,120.0,125.0,No,No,Yes,Male,No,0,6,6,14.428571428571429,0,6,4,15.6,Enrolled
Daytime,133.1,134.8,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,145.0,149.9,Yes,No,No,Male,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,125.0,119.8,Yes,No,Yes,Male,Yes,0,8,8,12.82875,0,8,8,12.82875,Graduate
Daytime,125.0,125.0,Yes,No,Yes,Male,No,0,5,0,0.0,0,5,4,13.75,Graduate
Daytime,148.0,135.1,Yes,Yes,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,139.0,138.3,Yes,No,Yes,Male,No,0,6,6,14.666666666666666,0,6,6,13.166666666666666,Graduate
Daytime,130.0,122.5,Yes,No,Yes,Male,No,0,8,7,13.937142857142858,0,8,7,13.937142857142858,Graduate
Daytime,148.0,148.0,Yes,No,Yes,Male,No,7,12,10,14.7,8,12,12,14.583333333333334,Graduate
Daytime,130.0,126.2,Yes,No,Yes,Male,No,0,6,6,11.666666666666666,0,6,5,12.2,Graduate
Daytime,134.0,129.8,Yes,No,Yes,Male,No,0,7,6,14.85,0,7,6,14.85,Graduate
Daytime,133.1,104.0,No,No,Yes,Male,No,0,5,1,12.0,0,5,0,0.0,Dropout
Daytime,137.0,126.7,Yes,No,Yes,Male,No,0,7,7,13.6875,0,8,8,15.622222222222222,Dropout
Evening,130.0,120.0,No,No,Yes,Male,No,0,6,5,12.4,0,6,5,11.6,Graduate
Daytime,137.0,124.6,No,No,Yes,Male,No,0,7,7,13.398,0,8,8,13.5425,Graduate
Daytime,130.0,130.0,Yes,No,Yes,Male,No,0,6,5,11.8,0,6,4,12.0,Enrolled
Evening,140.0,127.3,No,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,150.0,122.0,Yes,No,Yes,Male,No,13,15,13,11.76923076923077,12,14,14,11.928571428571429,Graduate
Daytime,130.0,125.1,No,Yes,No,Male,No,0,6,0,0.0,0,5,0,0.0,Dropout
Daytime,133.1,110.0,Yes,No,Yes,Male,Yes,0,6,6,13.285714285714286,0,6,6,13.0,Graduate
Daytime,134.0,129.8,No,No,Yes,Male,Yes,0,6,6,11.666666666666666,0,6,6,11.166666666666666,Graduate
Daytime,125.0,114.9,No,No,Yes,Male,Yes,0,6,6,11.5,0,6,5,12.2,Graduate
Daytime,141.0,125.6,Yes,No,Yes,Male,Yes,0,7,6,13.081666666666669,0,8,6,13.15,Graduate
Daytime,138.0,125.1,Yes,No,Yes,Male,Yes,0,6,6,12.666666666666666,0,6,6,13.0,Graduate
Daytime,116.0,115.7,Yes,Yes,No,Male,No,0,6,3,11.333333333333334,0,6,0,0.0,Dropout
Daytime,122.0,112.6,Yes,No,Yes,Male,No,0,6,5,13.6,0,6,5,11.6,Enrolled
Daytime,131.0,127.2,Yes,No,Yes,Male,Yes,0,6,6,13.166666666666666,0,6,5,13.2,Dropout
Daytime,140.0,140.0,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,140.0,Yes,No,Yes,Male,No,0,6,5,11.666666666666666,0,6,5,12.6,Graduate
Daytime,127.0,120.4,Yes,No,Yes,Male,Yes,0,6,6,13.5,0,6,6,13.428571428571429,Graduate
Daytime,133.1,100.0,Yes,Yes,No,Male,Yes,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,117.0,113.5,Yes,No,Yes,Male,Yes,0,6,6,13.166666666666666,0,6,6,14.142857142857142,Graduate
Daytime,150.0,132.1,Yes,Yes,Yes,Male,No,4,5,4,12.5,1,5,2,12.5,Dropout
Daytime,160.0,160.0,Yes,No,No,Male,No,0,6,6,13.375,0,6,6,13.0,Graduate
Daytime,128.0,126.3,Yes,No,Yes,Male,No,0,6,6,13.166666666666666,0,6,6,12.666666666666666,Graduate
Daytime,160.0,160.0,Yes,No,Yes,Male,No,1,6,4,13.4,1,6,2,13.5,Enrolled
Daytime,126.0,100.0,No,No,Yes,Male,No,2,7,3,13.0,1,8,3,11.666666666666666,Enrolled
Daytime,135.0,125.8,Yes,No,Yes,Male,No,0,8,7,13.154285714285717,0,8,7,13.154285714285717,Graduate
Daytime,139.0,142.2,Yes,No,Yes,Male,Yes,0,6,6,12.833333333333334,0,6,6,12.833333333333334,Graduate
Daytime,125.0,119.4,Yes,No,Yes,Male,No,0,7,7,12.142857142857142,0,7,7,13.142857142857142,Graduate
Daytime,106.0,106.4,Yes,No,Yes,Male,Yes,0,7,5,13.34,0,7,6,12.385714285714286,Enrolled
Evening,120.0,120.0,No,No,Yes,Male,No,6,10,4,13.0,5,9,4,13.75,Dropout
Daytime,150.0,150.0,No,No,Yes,Female,Yes,0,6,3,12.0,0,6,3,11.666666666666666,Enrolled
Daytime,130.0,148.6,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,116.0,108.7,Yes,No,Yes,Female,No,0,6,5,11.0,0,6,0,0.0,Dropout
Daytime,130.0,130.0,No,No,Yes,Female,No,0,6,5,11.5,0,6,6,11.333333333333334,Enrolled
Daytime,140.0,124.6,Yes,Yes,No,Female,No,3,9,3,13.333333333333334,2,6,2,12.5,Dropout
Daytime,134.0,131.0,Yes,No,Yes,Female,No,0,7,7,14.594444444444443,0,8,8,13.472,Graduate
Daytime,130.0,130.0,Yes,Yes,Yes,Female,No,2,6,4,11.0,1,6,3,10.666666666666666,Dropout
Daytime,122.0,116.1,Yes,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,128.0,125.6,Yes,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,130.0,121.3,Yes,No,Yes,Female,No,0,5,1,12.0,0,5,2,12.0,Dropout
Daytime,113.0,107.4,Yes,No,Yes,Female,No,0,5,5,14.0,0,5,5,13.2,Graduate
Daytime,126.0,116.9,No,No,Yes,Female,No,0,6,6,13.571428571428571,0,6,5,11.8,Graduate
Daytime,135.0,123.5,Yes,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,141.0,130.5,No,No,Yes,Female,No,0,6,6,14.25,0,6,6,13.857142857142858,Graduate
Daytime,133.1,140.0,Yes,Yes,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,117.1,Yes,No,Yes,Male,Yes,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,144.0,127.5,Yes,No,Yes,Male,Yes,0,8,7,13.542857142857144,0,8,7,13.542857142857144,Graduate
Evening,140.0,126.0,No,No,Yes,Male,Yes,3,9,9,13.11111111111111,2,7,7,11.714285714285714,Graduate
Evening,100.0,113.0,Yes,No,Yes,Male,No,3,9,9,12.666666666666666,2,7,7,12.142857142857142,Graduate
Daytime,135.0,130.1,Yes,No,Yes,Male,No,0,5,4,10.75,0,5,2,10.0,Dropout
Evening,130.0,110.0,Yes,No,Yes,Male,No,4,10,4,10.75,2,10,2,10.0,Dropout
Daytime,147.0,135.8,Yes,No,Yes,Male,No,0,6,6,13.666666666666666,0,6,6,13.333333333333334,Graduate
Evening,149.0,126.3,No,No,Yes,Male,No,0,6,6,13.833333333333334,1,6,6,12.833333333333334,Graduate
Daytime,130.0,130.0,No,No,Yes,Male,No,15,18,17,13.176470588235292,13,18,16,13.0,Dropout
Evening,120.0,104.0,No,No,Yes,Male,No,0,6,4,12.75,0,6,5,12.6,Dropout
Daytime,125.0,123.6,Yes,No,Yes,Male,Yes,0,7,5,12.86,0,7,5,12.86,Enrolled
Evening,133.1,121.0,No,Yes,No,Male,No,2,8,4,12.0,2,7,4,12.0,Dropout
Daytime,149.0,130.5,Yes,No,Yes,Male,No,8,11,9,11.666666666666666,8,11,9,12.555555555555555,Graduate
Evening,180.0,180.0,No,No,Yes,Male,No,12,14,14,16.5,8,11,11,16.90909090909091,Graduate
Daytime,110.0,112.5,Yes,No,Yes,Male,No,8,10,9,12.333333333333334,3,7,7,11.77777777777778,Graduate
Daytime,131.0,126.1,Yes,No,Yes,Male,No,0,7,7,12.59125,0,8,7,12.820000000000002,Enrolled
Daytime,117.0,111.8,Yes,No,Yes,Female,No,0,6,4,11.5,0,6,3,11.0,Dropout
Daytime,120.0,131.4,Yes,No,Yes,Female,Yes,17,18,18,11.894736842105264,12,13,13,12.923076923076923,Graduate
Daytime,160.0,144.3,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,100.0,115.0,No,No,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,120.0,Yes,No,Yes,Female,No,0,6,5,13.0,0,6,2,11.5,Enrolled
Daytime,160.0,168.6,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,141.0,127.7,Yes,No,Yes,Female,No,0,6,6,15.166666666666666,0,6,6,14.833333333333334,Graduate
Daytime,130.0,150.0,No,No,Yes,Female,No,2,6,4,11.75,1,6,2,13.5,Dropout
Daytime,142.0,129.8,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,1,15.0,Enrolled
Daytime,130.0,135.6,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,133.1,100.0,No,No,Yes,Female,No,0,6,3,11.333333333333334,0,6,3,14.75,Dropout
Daytime,140.0,140.0,Yes,No,Yes,Female,Yes,0,6,5,12.6,0,6,5,13.2,Graduate
Daytime,129.0,124.1,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,1,14.0,Dropout
Daytime,148.0,131.6,No,No,Yes,Female,Yes,0,6,6,15.5,0,6,4,15.5,Dropout
Daytime,143.0,129.0,Yes,No,Yes,Female,No,0,8,7,12.365714285714288,0,8,7,12.365714285714288,Graduate
Daytime,128.0,135.7,Yes,No,Yes,Female,No,0,6,5,13.2,0,6,5,13.25,Enrolled
Daytime,100.0,108.0,Yes,No,Yes,Female,No,7,12,7,11.428571428571429,4,12,7,11.857142857142858,Enrolled
Daytime,116.0,110.8,Yes,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,128.0,124.5,No,No,Yes,Female,Yes,0,6,4,14.0,0,6,6,12.333333333333334,Graduate
Daytime,120.0,100.0,No,No,Yes,Female,No,3,12,3,12.0,5,12,5,11.8,Dropout
Daytime,121.0,123.8,No,No,No,Female,No,0,4,0,0.0,0,5,3,12.0,Dropout
Daytime,137.0,131.4,No,No,No,Female,No,0,5,4,10.0,0,5,3,11.333333333333334,Dropout
Daytime,115.0,118.5,No,No,Yes,Female,No,0,5,1,10.0,0,5,1,10.0,Dropout
Daytime,129.0,122.0,Yes,No,No,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,125.0,122.9,No,No,Yes,Female,Yes,0,6,6,11.166666666666666,0,6,3,11.666666666666666,Enrolled
Daytime,125.0,118.7,No,No,Yes,Female,No,0,6,4,11.75,0,6,3,11.333333333333334,Enrolled
Daytime,133.1,100.0,Yes,No,Yes,Female,No,0,6,3,11.75,0,6,0,0.0,Dropout
Daytime,131.0,135.9,Yes,No,Yes,Female,No,0,5,1,10.0,0,5,1,11.0,Dropout
Daytime,133.1,138.4,No,No,Yes,Female,No,0,5,3,14.0,0,5,5,12.8,Graduate
Daytime,133.1,128.2,No,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,114.0,107.4,Yes,No,No,Female,No,0,6,3,12.0,0,6,0,0.0,Dropout
Daytime,127.0,129.8,No,No,No,Female,No,0,6,0,0.0,0,5,0,0.0,Dropout
Daytime,130.0,100.0,No,Yes,No,Female,No,4,10,8,11.88888888888889,2,8,5,11.6,Dropout
Daytime,121.0,113.0,Yes,No,Yes,Female,No,0,6,6,13.833333333333334,0,6,6,13.666666666666666,Graduate
Evening,120.0,107.0,No,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,120.0,130.0,No,No,No,Female,No,0,6,5,11.4,0,6,5,12.4,Dropout
Daytime,120.0,120.0,Yes,No,Yes,Female,No,0,6,0,0.0,1,6,2,11.0,Dropout
Daytime,120.0,120.5,Yes,Yes,Yes,Female,No,14,17,14,10.642857142857142,12,12,12,10.666666666666666,Dropout
Daytime,133.1,120.5,No,No,No,Female,No,0,6,2,11.0,0,6,0,0.0,Dropout
Daytime,124.0,137.0,Yes,No,Yes,Female,No,0,6,6,16.833333333333332,0,6,6,16.666666666666668,Graduate
Daytime,150.0,115.0,No,No,Yes,Female,No,0,6,6,13.571428571428571,0,6,5,13.2,Graduate
Evening,133.1,142.7,No,Yes,Yes,Female,Yes,0,5,5,14.714285714285714,0,5,5,14.375,Graduate
Daytime,116.0,116.7,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Evening,133.1,136.1,No,No,Yes,Female,Yes,0,5,1,10.0,0,5,1,11.0,Dropout
Daytime,133.1,134.3,No,No,Yes,Female,No,0,6,1,11.0,0,6,4,11.75,Dropout
Daytime,167.0,153.0,Yes,No,Yes,Female,Yes,0,6,1,11.0,0,6,0,0.0,Dropout
Daytime,140.0,132.0,No,No,Yes,Female,Yes,0,6,5,12.0,0,6,6,12.833333333333334,Graduate
Daytime,124.0,129.6,Yes,No,Yes,Female,No,0,6,6,11.125,0,6,6,11.857142857142858,Graduate
Daytime,110.0,105.0,No,Yes,No,Female,No,2,6,3,11.333333333333334,0,6,2,11.5,Dropout
Daytime,150.0,130.8,No,No,Yes,Female,No,0,6,2,12.0,0,6,0,0.0,Dropout
Daytime,123.0,119.7,No,No,Yes,Female,No,0,7,0,0.0,0,7,0,0.0,Dropout
Daytime,152.0,132.5,No,No,Yes,Female,No,0,8,7,14.54,0,8,7,14.54,Graduate
Daytime,130.0,130.0,Yes,No,Yes,Female,No,0,6,6,12.166666666666666,0,6,4,13.0,Graduate
Daytime,133.1,120.0,No,Yes,No,Female,No,0,5,4,13.5,0,5,3,11.666666666666666,Dropout
Daytime,133.1,150.0,No,No,Yes,Female,No,0,6,6,14.75,0,6,5,14.333333333333334,Graduate
Daytime,124.0,115.6,No,No,Yes,Female,Yes,0,5,5,12.375,0,5,5,11.666666666666666,Graduate
Daytime,119.1,119.1,No,No,Yes,Female,No,0,7,6,12.733333333333334,0,7,6,12.733333333333334,Graduate
Daytime,128.0,123.5,Yes,No,No,Female,No,0,6,4,12.5,0,6,0,0.0,Dropout
Daytime,133.1,120.0,Yes,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,133.1,110.0,Yes,No,Yes,Female,No,0,7,0,0.0,0,7,0,0.0,Dropout
Daytime,145.0,131.4,No,No,Yes,Male,No,0,7,7,13.44285714285714,0,8,7,13.771428571428572,Dropout
Daytime,141.0,126.8,Yes,No,Yes,Male,Yes,0,8,8,14.2,0,8,8,14.2,Graduate
Daytime,118.9,118.9,Yes,No,Yes,Male,Yes,0,7,6,13.55,0,7,6,13.55,Graduate
Evening,160.0,160.0,No,No,Yes,Male,No,0,5,5,11.6,0,5,5,11.166666666666666,Graduate
Daytime,111.0,115.9,Yes,No,Yes,Male,No,0,6,6,13.571428571428571,0,6,6,15.285714285714286,Graduate
Daytime,111.0,109.3,Yes,No,Yes,Male,Yes,0,6,6,13.833333333333334,0,6,6,15.0,Graduate
Daytime,123.0,113.9,Yes,Yes,No,Male,No,0,6,4,11.25,0,6,4,10.857142857142858,Dropout
Daytime,133.0,121.8,Yes,No,Yes,Male,Yes,0,6,5,10.2,0,6,4,11.25,Graduate
Daytime,140.0,140.0,No,No,Yes,Male,No,0,8,7,15.675714285714283,0,8,7,15.675714285714283,Graduate
Daytime,122.0,114.7,No,Yes,Yes,Male,Yes,0,6,6,10.833333333333334,0,6,6,12.0,Graduate
Daytime,128.0,120.0,Yes,No,Yes,Male,Yes,0,6,6,14.5,0,6,5,15.0,Enrolled
Daytime,108.0,107.3,No,No,Yes,Male,Yes,0,6,4,10.4,0,6,4,10.75,Enrolled
Daytime,139.0,136.2,No,No,Yes,Male,No,0,5,5,13.0,0,5,5,13.333333333333334,Graduate
Daytime,130.0,119.5,Yes,No,Yes,Male,Yes,0,7,7,12.242857142857144,0,8,8,14.125,Graduate
Daytime,133.1,106.0,Yes,Yes,Yes,Male,No,0,7,7,13.0,0,7,6,12.5,Enrolled
Daytime,130.0,124.1,Yes,No,Yes,Male,No,0,6,6,14.166666666666666,0,6,6,13.428571428571429,Enrolled
Daytime,143.0,133.2,Yes,No,Yes,Male,Yes,0,5,4,14.25,0,5,4,12.5,Graduate
Daytime,110.0,110.0,No,No,No,Male,No,0,5,1,12.0,0,5,2,10.5,Dropout
Daytime,120.0,114.8,Yes,No,Yes,Male,No,0,7,4,13.25,0,7,5,13.82,Enrolled
Daytime,140.0,130.0,Yes,No,Yes,Female,Yes,0,7,6,13.183333333333332,0,7,6,13.183333333333332,Graduate
Daytime,125.0,122.6,Yes,No,Yes,Female,No,0,6,1,11.0,0,6,0,0.0,Enrolled
Daytime,134.0,133.5,Yes,No,Yes,Female,Yes,0,7,7,11.9725,0,8,8,12.65125,Graduate
Daytime,130.0,120.0,Yes,No,Yes,Male,No,0,6,5,12.4,0,6,5,12.8,Graduate
Daytime,120.0,120.0,No,No,Yes,Male,No,3,8,5,12.6,2,7,5,11.25,Enrolled
Daytime,142.0,137.3,Yes,No,Yes,Male,Yes,0,7,6,13.9,0,7,6,13.9,Graduate
Daytime,127.0,123.5,Yes,No,Yes,Male,Yes,0,6,4,11.5,0,6,3,11.0,Enrolled
Daytime,140.0,131.8,No,No,Yes,Male,No,0,5,4,14.2,0,5,4,11.857142857142858,Enrolled
Daytime,140.0,130.0,Yes,No,No,Male,No,0,5,3,10.666666666666666,0,5,3,10.666666666666666,Dropout
Daytime,142.0,128.0,Yes,No,No,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,120.0,95.0,No,No,Yes,Male,Yes,0,6,6,11.0,0,6,3,11.333333333333334,Graduate
Daytime,124.0,116.0,Yes,No,Yes,Male,Yes,0,8,7,13.957142857142856,0,8,7,13.957142857142856,Graduate
Daytime,157.0,136.7,Yes,No,Yes,Male,No,0,6,4,12.5,0,6,3,13.666666666666666,Enrolled
Daytime,126.6,107.5,No,Yes,Yes,Male,Yes,0,6,6,13.333333333333334,0,6,6,15.285714285714286,Graduate
Daytime,110.0,108.4,Yes,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,144.0,130.7,Yes,No,Yes,Male,No,0,6,6,11.666666666666666,0,6,5,11.6,Enrolled
Evening,160.0,155.9,No,No,Yes,Male,No,3,6,6,15.714285714285714,2,6,6,15.5,Graduate
Daytime,105.0,106.1,Yes,No,Yes,Male,No,0,6,5,11.0,0,6,5,11.4,Graduate
Daytime,130.0,128.6,Yes,Yes,Yes,Male,No,0,5,4,12.25,0,5,4,12.75,Graduate
Evening,140.0,140.0,No,Yes,Yes,Male,No,4,10,5,12.2,3,9,8,12.22222222222222,Dropout
Daytime,138.0,145.0,Yes,No,Yes,Male,No,0,5,5,13.0,0,5,5,14.0,Graduate
Evening,120.0,113.0,No,No,Yes,Male,Yes,0,6,4,12.0,0,6,6,13.0,Graduate
Daytime,135.0,137.1,Yes,No,Yes,Male,No,0,6,6,13.333333333333334,0,6,6,12.333333333333334,Graduate
Daytime,119.0,119.7,Yes,No,Yes,Male,No,0,5,3,13.0,0,5,3,13.0,Enrolled
Daytime,121.0,120.5,Yes,No,Yes,Male,No,0,8,7,12.91,0,8,7,12.91,Graduate
Daytime,126.0,125.7,Yes,No,Yes,Male,Yes,0,6,6,11.0,0,6,3,11.0,Graduate
Daytime,132.0,125.5,No,No,Yes,Male,Yes,0,7,6,13.579999999999998,0,8,8,12.93625,Graduate
Daytime,128.0,124.5,Yes,No,Yes,Male,Yes,0,6,4,12.4,0,6,6,12.5,Graduate
Evening,160.0,126.0,No,No,Yes,Male,Yes,4,9,8,12.88888888888889,2,7,7,13.0,Graduate
Daytime,125.0,136.2,Yes,Yes,Yes,Female,No,6,12,11,11.545454545454543,4,11,9,11.7,Enrolled
Daytime,127.0,124.2,Yes,No,Yes,Female,No,0,5,1,10.0,0,5,0,0.0,Enrolled
Daytime,147.0,138.5,Yes,No,Yes,Male,No,0,8,8,14.34125,0,8,8,14.34125,Graduate
Daytime,130.0,122.3,Yes,Yes,No,Male,No,0,6,6,14.142857142857142,0,6,5,12.0,Dropout
Daytime,134.0,126.0,Yes,No,Yes,Male,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,140.0,135.4,Yes,No,Yes,Male,No,0,6,5,11.8,0,6,4,11.25,Enrolled
Daytime,151.0,146.5,No,No,Yes,Male,Yes,0,6,6,13.333333333333334,0,6,6,14.166666666666666,Graduate
Daytime,132.0,121.9,Yes,No,Yes,Male,No,0,6,6,14.5,0,6,6,12.857142857142858,Graduate
Evening,130.0,130.0,No,No,Yes,Male,No,5,10,8,12.666666666666666,5,10,10,13.4,Graduate
Daytime,126.0,115.2,No,Yes,Yes,Male,No,0,5,1,10.0,0,5,2,10.0,Enrolled
Daytime,119.0,115.2,Yes,No,Yes,Male,Yes,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,123.0,125.1,No,No,Yes,Male,No,0,6,4,11.0,0,6,4,12.5,Enrolled
Daytime,106.0,108.0,Yes,Yes,Yes,Male,No,0,5,2,12.0,0,5,4,11.0,Dropout
Daytime,121.0,125.9,Yes,No,Yes,Male,No,0,6,4,10.0,0,6,2,13.5,Enrolled
Daytime,138.0,128.0,Yes,No,Yes,Male,No,0,7,7,14.20857142857143,0,8,8,15.127777777777778,Graduate
Daytime,118.0,113.5,Yes,No,Yes,Male,No,0,7,7,14.30714285714286,0,8,8,15.0125,Graduate
Daytime,120.0,124.6,No,No,Yes,Male,No,0,5,3,11.0,0,5,4,13.375,Enrolled
Daytime,133.1,116.0,Yes,No,Yes,Male,No,0,7,0,0.0,0,6,0,0.0,Dropout
Daytime,141.0,124.9,Yes,No,Yes,Male,No,0,6,6,12.0,0,6,4,11.0,Graduate
Daytime,180.0,140.5,No,Yes,No,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,180.0,179.6,No,Yes,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,115.0,116.1,Yes,No,Yes,Male,Yes,0,6,6,13.857142857142858,0,6,6,14.285714285714286,Graduate
Daytime,142.0,139.4,Yes,No,Yes,Male,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,135.0,129.0,Yes,No,Yes,Male,No,0,7,0,0.0,0,7,0,0.0,Dropout
Daytime,150.0,135.6,No,No,Yes,Male,Yes,0,6,5,11.0,0,6,5,13.0,Graduate
Daytime,153.0,147.8,No,No,Yes,Male,Yes,0,5,5,13.2,0,5,5,14.4,Graduate
Daytime,153.0,138.0,Yes,No,Yes,Male,Yes,0,6,6,13.5,0,6,3,15.333333333333334,Dropout
Daytime,150.0,150.0,No,No,Yes,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,144.0,130.8,Yes,No,Yes,Male,Yes,0,8,7,14.214285714285714,0,8,7,14.214285714285714,Graduate
Daytime,130.0,122.6,No,No,Yes,Male,No,0,5,5,13.0,0,5,5,12.4,Graduate
Daytime,125.0,119.1,Yes,No,Yes,Male,No,0,6,2,12.0,0,6,1,10.0,Dropout
Daytime,133.1,111.8,Yes,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,133.0,125.0,Yes,No,Yes,Male,No,0,5,5,12.8,0,5,5,12.6,Graduate
Daytime,140.0,129.9,No,No,Yes,Male,No,0,5,4,13.6,0,5,4,12.2,Graduate
Daytime,133.0,131.1,Yes,No,Yes,Male,No,0,7,7,13.971428571428572,0,8,8,15.75,Graduate
Daytime,154.0,141.4,No,No,Yes,Male,Yes,0,6,6,15.0,0,6,6,14.857142857142858,Graduate
Daytime,133.1,120.0,No,No,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,168.0,133.4,Yes,No,Yes,Male,No,20,26,26,15.07777777777778,14,17,17,15.023529411764704,Graduate
Daytime,132.0,127.3,Yes,No,Yes,Male,No,0,7,6,13.383333333333333,0,7,6,13.383333333333333,Graduate
Daytime,133.1,131.8,Yes,Yes,Yes,Male,No,6,12,12,13.25,4,11,10,13.090909090909092,Graduate
Daytime,120.0,114.8,Yes,Yes,No,Male,No,0,6,5,11.714285714285714,0,6,2,10.666666666666666,Dropout
Daytime,150.0,132.8,Yes,No,Yes,Male,Yes,0,8,8,13.01125,0,8,8,13.01125,Graduate
Daytime,140.0,140.0,No,No,Yes,Male,No,0,6,3,10.666666666666666,0,6,4,12.0,Dropout
Daytime,103.0,108.3,No,No,Yes,Male,Yes,0,7,0,0.0,0,7,0,0.0,Enrolled
Daytime,150.0,150.0,Yes,No,Yes,Male,No,1,6,6,13.0,1,6,3,12.666666666666666,Graduate
Evening,160.0,160.0,No,No,Yes,Male,No,0,5,5,12.0,0,5,5,11.4,Graduate
Daytime,131.0,131.7,Yes,No,Yes,Male,No,0,6,6,12.166666666666666,0,6,5,13.8,Graduate
Daytime,114.0,112.6,Yes,No,Yes,Male,No,0,7,6,11.85,0,8,7,13.65,Graduate
Evening,120.0,111.1,No,No,Yes,Male,No,0,5,4,11.0,0,5,5,11.2,Graduate
Daytime,140.0,127.5,Yes,Yes,Yes,Male,Yes,0,7,7,12.327777777777778,0,8,8,11.736,Graduate
Daytime,130.0,120.2,Yes,No,Yes,Male,No,0,5,4,12.0,0,5,5,13.428571428571429,Graduate
Daytime,121.0,118.9,Yes,No,Yes,Male,No,0,7,7,14.428571428571429,0,8,8,14.511111111111113,Graduate
Daytime,130.0,119.9,Yes,No,Yes,Male,No,0,7,7,13.78,0,8,8,12.6125,Graduate
Daytime,141.0,127.3,Yes,No,Yes,Male,Yes,0,7,6,13.8,0,7,6,13.8,Graduate
Daytime,131.0,127.9,Yes,No,Yes,Male,Yes,0,7,7,14.857142857142858,0,7,7,15.142857142857142,Graduate
Daytime,133.1,133.0,No,No,Yes,Male,No,0,6,5,13.0,0,6,5,12.6,Enrolled
Daytime,117.0,114.6,No,No,Yes,Male,Yes,0,6,6,12.142857142857142,0,6,6,13.333333333333334,Graduate
Daytime,151.0,144.5,Yes,No,Yes,Male,No,0,6,6,15.666666666666666,0,6,6,14.833333333333334,Graduate
Daytime,131.0,125.4,Yes,No,Yes,Male,No,0,7,5,12.5,0,8,7,12.166666666666666,Graduate
Daytime,145.0,145.0,No,No,Yes,Male,Yes,0,6,6,12.833333333333334,0,6,6,13.166666666666666,Graduate
Daytime,135.0,138.1,No,Yes,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,119.0,124.6,Yes,No,Yes,Male,No,0,6,6,12.5,0,6,6,12.666666666666666,Graduate
Daytime,122.0,130.8,Yes,No,Yes,Male,No,0,6,4,11.25,0,6,5,13.0,Graduate
Daytime,155.0,140.5,Yes,No,Yes,Male,No,0,7,6,15.25,0,7,6,15.25,Graduate
Daytime,123.0,124.1,Yes,No,Yes,Male,Yes,0,5,5,14.0,0,5,3,12.0,Graduate
